Add another payment method to your existing solution or as a stand-alone option.,Dodaj kolejną metodę płatności do istniejącego rozwiązania lub jako samodzielną opcję.
PayPal All-in-One Payment Solutions&nbsp;<i>Accept and process credit cards and PayPal payments.</i>,Rozwiązania płatnicze typu all-in-one w systemie PayPal & nbsp; <i> Akceptuj i przetwarzaj karty kredytowe i płatności PayPal. </ I>
Choose a secure bundled payment solution for your business.,Wybierz bezpieczne rozwiązanie do obsługi płatności pakietowych dla swojej firmy.
Payments Pro,Płatności Pro
Payments Pro and Express Checkout,Płatności Pro i ekspresowa realizacja transakcji
Basic Settings - PayPal Payments Pro,Ustawienia podstawowe - PayPal Payments Pro
PayPal Payment Gateways&nbsp;<i>Process payments using your own internet merchant account.</i>,Bramki płatności PayPal & nbsp; <i> Przetwarzaj płatności za pomocą własnego konta internetowego sprzedawcy. </ I>
PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>,Rozwiązania płatnicze typu all-in-one w systemie PayPal & nbsp; & nbsp; <i> Akceptuj i przetwarzaj karty kredytowe i płatności PayPal. </ I>
Accept payments with a completely customizable checkout page.,Akceptuj płatności za pomocą strony zamówienia.
Process payments using your own internet merchant account.,Przetwarzaj płatności za pomocą własnego konta internetowego sprzedawcy.
Website Payments Pro,Płatności za pośrednictwem witryny Pro
Express Checkout,Ekspresowa realizacja transakcji
Add PayPal as an additional payment method to your checkout page.,Dodaj PayPal jako dodatkową metodę płatności na stronie kasy.
Required PayPal Settings,Wymagane ustawienia PayPal
Email Associated with PayPal Merchant Account (Optional),E-mail powiązany z kontem sprzedawcy PayPal (opcjonalnie)
"
                        <a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>
                    ","
                        <a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>
                    "
Don't have a PayPal account? Simply enter your email address.,Nie masz konta PayPal? Po prostu wprowadź swój adres e-mail.
API Authentication Methods,Metody uwierzytelniania API
API Username,Nazwa użytkownika interfejsu API
API Password,Hasło API
Get Credentials from PayPal,Uzyskaj referencje z PayPal
Sandbox Mode,Tryb piaskownicy
API Uses Proxy,API wykorzystuje serwer proxy
Proxy Host,Host proxy
Proxy Port,Port proxy
Enable this Solution,Włącz to rozwiązanie
Enable In-Context Checkout Experience,Włącz doświadczenie w realizacji transakcji w kontekście
"
                    See PayPal Feature Support details and list of supported regions
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">here</a>.
                ","
                    See PayPal Feature Support details and list of supported regions
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">here</a>.
                "
Merchant Account ID,Identyfikator konta sprzedawcy
Enable PayPal Credit,Włącz kredyt PayPal
"PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>
                ","PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>
                "
Sort Order PayPal Credit,Sortuj Zamów Kredyt PayPal
Advertise PayPal Credit,Reklamuj kredyt PayPal
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                "
Publisher ID,Identyfikator wydawcy
Required to display a banner,Wymagane do wyświetlenia banera
Get Publisher ID from PayPal,Uzyskaj identyfikator wydawcy z PayPal
Home Page,Strona główna
Display,Pokaz
Position,Pozycja
Size,Rozmiar
Catalog Category Page,Strona kategorii katalogu
Catalog Product Page,Strona katalogowa produktu
Checkout Cart Page,Strona koszyka kasy
Basic Settings - PayPal Express Checkout,Ustawienia podstawowe - PayPal Express Checkout
Title,Tytuł
"It is recommended to set this value to ""PayPal"" per store views.","Zaleca się ustawienie tej wartości na ""PayPal"" na wyświetlenia w sklepie."
Sort Order,Porządek sortowania
Payment Action,Akcja płatności
Display on Product Details Page,Wyświetl na stronie z informacjami o produkcie
Authorization Honor Period (days),Okres Honoru Honoru (dni)
Specifies what the Authorization Honor Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.,Określa okres obowiązywania Honoru autoryzacji na koncie PayPal sprzedawcy. Musi odzwierciedlać ustawienia w systemie PayPal.
Order Valid Period (days),Zamów prawidłowy okres (dni)
Specifies what the Order Valid Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.,Określa okres ważności zamówienia na koncie PayPal sprzedawcy. Musi odzwierciedlać ustawienia w systemie PayPal.
Number of Child Authorizations,Liczba zezwoleń na dziecko
The default number of child authorizations in your PayPal account is 1. To do multiple authorizations please contact PayPal to request an increase.,"Domyślna liczba autoryzacji podrzędnych na koncie PayPal to 1. Aby wykonać wiele autoryzacji, skontaktuj się z PayPal, aby poprosić o zwiększenie."
Advanced Settings,Zaawansowane ustawienia
Display on Shopping Cart,Wyświetl na koszyku
Also affects mini-shopping cart.,Ma również wpływ na wózek mini-shopping.
Payment Applicable From,Płatność obowiązująca od
Countries Payment Applicable From,Kraje Płatność obowiązuje od
Debug Mode,Tryb debugowania
Enable SSL verification,Włącz weryfikację SSL
Transfer Cart Line Items,Przenieś elementy linii koszyka
Transfer Shipping Options,Przenieś opcje wysyłki
"If this option is enabled, customer can change shipping address and shipping method on PayPal website. In live mode works via HTTPS protocol only.","Jeśli ta opcja jest włączona, klient może zmienić adres wysyłki i metodę wysyłki w witrynie PayPal. W trybie na żywo działa tylko za pośrednictwem protokołu HTTPS."
Notice that PayPal can handle up to 10 shipping options. That is why Magento will transfer only first 10 cheapest shipping options if there are more than 10 available.,"Zauważ, że PayPal może obsłużyć do 10 opcji wysyłki. Właśnie dlatego Magento przekaże tylko pierwsze 10 najtańszych opcji wysyłki, jeśli jest ich więcej niż 10."
Shortcut Buttons Flavor,Przyciski skrótów
Enable PayPal Guest Checkout,Włącz księgowanie Gość w systemie PayPal
Ability for buyer to purchase without PayPal account.,Możliwość kupowania bez konta PayPal.
Require Customer's Billing Address,Wymagaj adresu rozliczeniowego klienta
This feature needs be enabled first for the merchant account through PayPal technical support.,Ta funkcja musi być najpierw włączona dla konta sprzedawcy za pośrednictwem pomocy technicznej PayPal.
Billing Agreement Signup,Rejestracja umowy rozliczeniowej
"Whether to create a billing agreement, if there are no active billing agreements available.","Czy utworzyć umowę rozliczeniową, jeśli nie ma dostępnych aktywnych umów rozliczeniowych."
"
                        Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.
                    ","Kupcy muszą złożyć wniosek do PayPala o włączenie opcji rozliczeń. Nie włączaj tej opcji, dopóki PayPal nie potwierdzi, że umowy rozliczeniowe są włączone dla Twojego konta sprzedawcy"
Skip Order Review Step,Pomiń zamówienie Krok przeglądu
PayPal Billing Agreement Settings,Ustawienia umowy rozliczeniowej PayPal
Enabled,Włączone
"
                            Will appear as a payment option only for customers who have at least one active billing agreement.
                        ","Pojawi się jako opcja płatności tylko dla klientów, którzy mają co najmniej jedną aktywną umowę rozliczeniową."
Allow in Billing Agreement Wizard,Zezwól w Kreatorze rozliczeń
Settlement Report Settings,Ustawienia raportu rozliczeniowego
SFTP Credentials,Poświadczenia SFTP
Login,Zaloguj Się
Password,Hasło
Custom Endpoint Hostname or IP-Address,Niestandardowa nazwa hosta punktu końcowego lub adres IP
"By default it is ""reports.paypal.com"".","Domyślnie jest to ""reports.paypal.com""."
"Use colon to specify port. For example: ""test.example.com:5224"".","Użyj dwukropka, aby określić port. Na przykład: ""test.example.com:5224""."
Custom Path,Niestandardowa ścieżka
Scheduled Fetching,Zaplanowane pobieranie
Enable Automatic Fetching,Włącz automatyczne pobieranie
Schedule,Rozkład
PayPal retains reports for 45 days.,PayPal przechowuje raporty przez 45 dni.
Time of Day,Pora dnia
Frontend Experience Settings,Ustawienia doświadczenia Frontend
PayPal Product Logo,Logo produktu PayPal
Displays on catalog pages and homepage.,Wyświetla na stronach katalogu i na stronie głównej.
PayPal Merchant Pages Style,PayPal Style stron kupujących
Page Style,Styl strony
"
                            Allowable values: ""paypal"", ""primary"" (default), your_custom_value (a custom payment page style from your merchant account profile).
                        ","Dopuszczalne wartości: ""paypal"", ""primary"" (domyślnie), your_custom_value (niestandardowy styl strony płatności z profilu konta sprzedawcy)."
Header Image URL,URL obrazu nagłówka
"
                            The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.
                        ","Obraz w lewym górnym rogu strony kasy. Maksymalny rozmiar to 750 x 90 pikseli. <strong style = ""color: red""> https </ strong> jest bardzo zalecane."
Header Background Color,Kolor tła nagłówka
"
                            The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.
                        ",Kolor tła nagłówka strony zamówienia. Nieczułe na wielkość znaków sześcioznakowy kod szesnastkowy HTML w ASCII.
Header Border Color,Kolor ramki nagłówka
2-pixel perimeter around the header space.,Obwód 2-pikselowy wokół przestrzeni nagłówka.
Page Background Color,Kolor tła strony
"
                            The background color for the checkout page around the header and payment form.
                        ",Kolor tła strony zamówienia w nagłówku i formularzu płatności.
Payments Advanced,Płatności zaawansowane
Accept payments with a PCI-compliant checkout that keeps customers on your site. (<u>Includes Express Checkout</u>),"Akceptuj płatności za pomocą transakcji zgodnej z PCI, która utrzymuje klientów w Twojej witrynie. (<u> Obejmuje ekspresową realizację transakcji </ u>)"
Payments Advanced and Express Checkout,Płatności zaawansowane i ekspresowa realizacja transakcji
Partner,Partner
Vendor,Sprzedawca
User,Użytkownik
PayPal recommends that you set up an additional User on your account at manager.paypal.com,PayPal zaleca skonfigurowanie dodatkowego użytkownika na swoim koncie na stronie manager.paypal.com
"PayPal recommends you set up an additional User on your account at manager.paypal.com, instead of entering your admin username and password here. This will enhance your security and prevent service interruptions if you later change your password. If you do not want to set up an additional User, you can re-enter your Merchant Login here.","PayPal zaleca skonfigurowanie dodatkowego użytkownika na swoim koncie na stronie manager.paypal.com, zamiast podawania nazwy użytkownika i hasła administratora tutaj. Zwiększy to Twoje bezpieczeństwo i zapobiegnie przerwom w usługach, jeśli później zmienisz hasło. Jeśli nie chcesz konfigurować dodatkowego użytkownika, możesz ponownie wprowadzić tutaj swój login sprzedawcy."
Test Mode,Tryb testowania
Use Proxy,Użyj Proxy
"
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                "
Basic Settings - PayPal Payments Advanced,Podstawowe ustawienia - Zaawansowane płatności PayPal
"It is recommended to set this value to ""Debit or Credit Card"" per store views.","Zaleca się ustawienie tej wartości na ""Kartę debetową lub kredytową"" dla widoków sklepu."
CVV Entry is Editable,CVV Entry można edytować
Require CVV Entry,Wymagaj wpisu CVV
Send Email Confirmation,Wyślij potwierdzenie e-mailem
URL method for Cancel URL and Return URL,Metoda URL dla Anuluj URL i Zwróć adres URL
Payflow Link,Link do płatności
Connect your merchant account with a PCI-compliant gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>),"Połącz swoje konto sprzedawcy z bramą zgodną z PCI, która pozwala klientom płacić bez opuszczania Twojej witryny. (<u> Obejmuje ekspresową realizację transakcji </ u>)"
Payflow Link and Express Checkout,Link płatny i ekspresowa realizacja transakcji
"If you do not have multiple users set up on your account, please re-enter your Vendor/Merchant Login here.","Jeśli nie masz wielu użytkowników skonfigurowanych na swoim koncie, wprowadź ponownie tutaj swój Login sprzedawcy / sprzedawcy."
Enable Payflow Link,Włącz łącze Payflow
Enable Express Checkout,Włącz ekspresową realizację transakcji
Basic Settings - PayPal Payflow Link,Ustawienia podstawowe - Paypal PayPala
Website Payments Pro Hosted Solution,Rozwiązanie Hostowane za pośrednictwem witryny internetowej
Accept payments with a PCI compliant checkout that keeps customers on your site. (<u>Includes Express Checkout</u>),"Akceptuj płatności za pomocą transakcji zgodnej z PCI, która utrzymuje klientów w Twojej witrynie. (<u> Obejmuje ekspresową realizację transakcji </ u>)"
Payments Pro Hosted Solution,Rozwiązanie Pro Hosted Payments
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                            or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                            or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                "
Basic Settings - PayPal Payments Pro Hosted Solution,Ustawienia podstawowe - Rozwiązanie obsługiwane przez PayPal Payments Pro
Display Express Checkout in the Payment Information step,Wyświetl ekspresową realizację transakcji na etapie informacji o płatności
Website Payments Pro Hosted Solution and Express Checkout,Płatności za pośrednictwem witryny Pro Hosted Solution i Express Checkout
Basic Settings - PayPal Website Payments Pro Hosted Solution,Ustawienia podstawowe - rozwiązanie internetowe obsługiwane przez PayPal Payments Pro
Payflow Pro,Payflow Pro
Connect your merchant account with a fully customizable gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>),"Połącz swoje konto sprzedawcy z w pełni konfigurowalną bramą, która pozwala klientom płacić bez opuszczania Twojej witryny. (<u> Obejmuje ekspresową realizację transakcji </ u>)"
Vault Enabled,Vault jest włączony
Basic Settings - PayPal Payflow Pro,Ustawienia podstawowe - PayPal Payflow Pro
Vault Title,Tytuł Vault
Credit Card Settings,Ustawienia karty kredytowej
Allowed Credit Card Types,Dozwolone typy kart kredytowych
"
                    Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.
                ","Obsługa kart American Express wymaga dodatkowej zgody. Dowiedz się więcej na stronie <a href=""http://www.paypal.com/amexupdate""> http://www.paypal.com/amexupdate </a>."
CVV and AVS Settings,Ustawienia CVV i AVS
Reject Transaction if:,"Odrzuć transakcję, jeśli:"
AVS Street Does Not Match,Ulica AVS nie pasuje
AVS Zip Does Not Match,Zip AVS nie pasuje
Card Issuer Is Outside The United States,Wydawca karty jest poza Stanami Zjednoczonymi
Card Security Code Does Not Match,Kod bezpieczeństwa karty nie pasuje
Payflow Pro and Express Checkout,Payflow Pro i ekspresowa realizacja transakcji
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                "
